"Gene ID","Product","Evidence Code","Reference","Support for Evidence Code Assignment","Transcript ID(s)"
"PF3D7_0708200","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0805800|GeneDB:PVP01_0108500|GeneDB:PmUG01_01019800","PF3D7_0708200.1"
"PF3D7_0708500","heat shock protein 86 family protein","N/A","N/A","N/A","PF3D7_0708500.1"
"PF3D7_0709100","Cg1 protein","IDA","PMID:9393853","N/A","PF3D7_0709100.1"
"PF3D7_0709300","mediator of RNA polymerase II transcription subunit 14, putative","ISM","N/A","Pfam:PF08638","PF3D7_0709300.1"
"PF3D7_0709600","ribonucleases P/MRP protein subunit POP1, putative","ISS","PMID:16998185","Pfam:PF06978|UniProt:Q9UTA4","PF3D7_0709600.1"
"PF3D7_0709900","hydrolase, putative","ISM","N/A","InterPro:IPR010297","PF3D7_0709900.1"
"PF3D7_0710200","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0710200.1"
"PF3D7_0711200","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0711200.1"
"PF3D7_0711500","regulator of chromosome condensation, putative","ISS","PMID:29370868","Pfam:PF00415|UniProt:P18754","PF3D7_0711500.1"
"PF3D7_0711700","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_0711700.1"
"PF3D7_0712000","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_0712000.1"
"PF3D7_0712300","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_0712300.1"
"PF3D7_0712400","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_0712400.1"
"PF3D7_0712600","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_0712600.1"
"PF3D7_0712800","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_0712800.1"
"PF3D7_0712900","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_0712900.1"
"PF3D7_0713600","ribosomal protein S5, mitochondrial, putative","ISM","PMID:17604309","Pfam:PF03719","PF3D7_0713600.1"
"PF3D7_0713900","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1422300|GeneDB:PVP01_1423000|GeneDB:PmUG01_14038900","PF3D7_0713900.1"
"PF3D7_0714100","MAATS1 domain-containing protein, putative","ISM","N/A","InterPro:IPR032840","PF3D7_0714100.1"
"PF3D7_0714200","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1422600|GeneDB:PVP01_1423300|GeneDB:PmUG01_14039200","PF3D7_0714200.1"
"PF3D7_0715200","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0715200.1"
"PF3D7_0716000","RNA-binding protein, putative","ISM","PMID:21453511","Pfam:PF14259","PF3D7_0716000.1"
"PF3D7_0716100","protein SDA1, putative","ISM","N/A","InterPro:IPR027312","PF3D7_0716100.1"
"PF3D7_0716500","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0716500.1"
"PF3D7_0716700","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0716700.1"
"PF3D7_0717600","inner membrane complex protein, putative","ISS","PMID:33593973","UniProt:S7V3C7","PF3D7_0717600.1"
"PF3D7_0718000","dynein heavy chain, putative","ISM","N/A","Pfam:PF03028","PF3D7_0718000.1"
"PF3D7_0718100","exported serine/threonine protein kinase","IDA","PMID:9108547","N/A","PF3D7_0718100.1"
"PF3D7_0718400","ribosomal protein S8, mitochondrial, putative","ISM","PMID:17604309","Pfam:PF00410","PF3D7_0718400.1"
"PF3D7_0719000","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_0618200|GeneDB:PVP01_0314700|UniProt:A0A125YYU9","PF3D7_0719000.1"
"PF3D7_0719300","actin-related protein ARP6","IDA","PMID:32552779","N/A","PF3D7_0719300.1"
"PF3D7_0719400","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0618600|GeneDB:PVP01_0315100|GeneDB:PmUG01_03025800","PF3D7_0719400.1"
"PF3D7_0719900","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_0719900.1"
"PF3D7_0720700","phosphoinositide-binding protein, putative","ISM","N/A","InterPro:IPR001683","PF3D7_0720700.1"
"PF3D7_0721000","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_0721000.1"
"PF3D7_0721300","ATP-dependent DNA helicase DDX31","IDA","PMID:31872112","N/A","PF3D7_0721300.1"
"PF3D7_0721500","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_0721500.1"
"PF3D7_0721800","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0721800.1"
"PF3D7_0722000","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0722000.1"
"PF3D7_0722200","rhoptry-associated leucine zipper-like protein 1","IDA","PMID:18174339","N/A","PF3D7_0722200.1"
"PF3D7_0722300","ubiquitin carboxyl-terminal hydrolase, putative","N/A","N/A","N/A","PF3D7_0722300.1"
"PF3D7_0723700","metallo-hydrolase/oxidoreductase, putative","ISM","N/A","Superfamily:SSF56281","PF3D7_0723700.1"
"PF3D7_0723800","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0623000|GeneDB:PVP01_0319500|GeneDB:PmUG01_03030200","PF3D7_0723800.1"
"PF3D7_0723900","RNA-binding protein, putative","ISM","PMID:27381095","Pfam:PF00076","PF3D7_0723900.1"
"PF3D7_0724000","Rab GTPase activator and protein kinase, putative","ISM","PMID:21453511","InterPro:IPR000719","PF3D7_0724000.1"
"PF3D7_0724100","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0724100.1"
"PF3D7_0724600","protein kinase, putative","ISM","N/A","InterPro:IPR000719","PF3D7_0724600.1"
"PF3D7_0724900","kinesin-20, putative","ISM","PMID:31600347","Pfam:PF00225","PF3D7_0724900.1"
"PF3D7_0725000","exonuclease I, putative","N/A","N/A","N/A","PF3D7_0725000.1"
"PF3D7_0726100","Plasmodium exported protein, unknown function","RCA","PMID:16507167","N/A","PF3D7_0726100.1"
"PF3D7_0726200","serine/threonine protein kinase, FIKK family","IDA","PMID:32284562","N/A","PF3D7_0726200.1"
"PF3D7_0726300","DNA mismatch repair protein PMS1, putative","ISS","PMID:28232818","UniProt:P54278","PF3D7_0726300.1"
"PF3D7_0726400","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_0726400.1"
"PF3D7_0726500","ubiquitin carboxyl-terminal hydrolase, putative","ISM","N/A","Pfam:PF00443","PF3D7_0726500.1"
"PF3D7_0727000","vacuolar protein sorting-associated protein 53, putative","ISM","N/A","Pfam:PF04100","PF3D7_0727000.1"
"PF3D7_0727100","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_0209600|GeneDB:PVP01_0212800|UniProt:A7AWC3|UniProt:Q4UFY7","PF3D7_0727100.1"
"PF3D7_0727500","mTERF domain-containing protein, putative","ISM","N/A","Pfam:PF02536","PF3D7_0727500.1"
"PF3D7_0727600","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0210100|GeneDB:PVP01_0213300|GeneDB:PmUG01_02022200","PF3D7_0727600.1"
"PF3D7_0727700","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0210200|GeneDB:PVP01_0213400|GeneDB:PmUG01_02022300","PF3D7_0727700.1"
"PF3D7_0727800","cation transporting ATPase, putative","N/A","N/A","N/A","PF3D7_0727800.1"
"PF3D7_0727900","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0210400|GeneDB:PVP01_0213600|GeneDB:PmUG01_02022500","PF3D7_0727900.1"
"PF3D7_0728100","anaphase-promoting complex subunit 1, putative","ISM","N/A","InterPro:IPR024990","PF3D7_0728100.1"
"PF3D7_0728200","actin-like protein, putative","ISS","PMID:16343347","Pfam:PF00022","PF3D7_0728200.1"
"PF3D7_0728700","alpha/beta hydrolase, putative","ISS","N/A","Pfam:PF12695","PF3D7_0728700.1"
"PF3D7_0729100","allantoicase, putative","ISM","N/A","Pfam:PF03561","PF3D7_0729100.1"
"PF3D7_0729500","N6-adenosine-methyltransferase MT-A70","IDA","PMID:31384004","N/A","PF3D7_0729500.1"
"PF3D7_0729700","zinc finger protein, putative","ISM","PMID:34418264","Superfamily:SSF144232","PF3D7_0729700.1"
"PF3D7_0729900","dynein heavy chain, putative","ISM","N/A","Pfam:PF03028|Pfam:PF08385","PF3D7_0729900.1"
"PF3D7_0730100","tRNA pseudouridine synthase D, putative","ISM","N/A","Pfam:PF01142","PF3D7_0730100.1"
"PF3D7_0730300","AP2 domain transcription factor AP2-L, putative","ISO","PMID:23144823","GeneDB:PBANKA_0214400","PF3D7_0730300.1"
"PF3D7_0730500","conserved Plasmodium protein, unknown function","N/A","N/A","GeneDB:PRELSG_0218900|GeneDB:PmUG01_02025100","PF3D7_0730500.1"
"PF3D7_0731200","Plasmodium exported protein, unknown function","RCA","PMID:16507167","N/A","PF3D7_0731200.1"
"PF3D7_0731500","erythrocyte binding antigen-175","IDA","PMID:8009226","N/A","PF3D7_0731500.1"
"PF3D7_0733000","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_0733000.1"
"PF3D7_0800100","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_0800100.1"
"PF3D7_0800200","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_0800200.1"
"PF3D7_0800300","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_0800300.1"
"PF3D7_0801000","Plasmodium exported protein (PHISTc)","IDA","PMID:33147497","N/A","PF3D7_0801000.1"
"PF3D7_0801700","sentrin-specific protease 2, putative","ISS","PMID:21700207","UniProt:Q02724","PF3D7_0801700.1"
"PF3D7_0801800","mannose-6-phosphate isomerase, putative","ISM","N/A","InterPro:IPR016305","PF3D7_0801800.1"
"PF3D7_0801900","lysine-specific histone demethylase, putative","ISM","PMID:29094698","Pfam:PF01593","PF3D7_0801900.1"
"PF3D7_0802000","glutamate dehydrogenase, putative","ISM","N/A","PANTHER:PTHR11606","PF3D7_0802000.1"
"PF3D7_0802100","AP2 domain transcription factor AP2-LT","IDA","PMID:34403450","N/A","PF3D7_0802100.1"
"PF3D7_0802400","cyclin-like protein, putative","ISM","N/A","InterPro:IPR036915","PF3D7_0802400.1"
"PF3D7_0802500","inositol 5-phosphatase, putative","ISM","N/A","PANTHER:PTHR11200","PF3D7_0802500.1"
"PF3D7_0802600","adenylyl cyclase beta","IDA","PMID:22761895","N/A","PF3D7_0802600.1"
"PF3D7_0803100","U3 small nucleolar RNA-associated protein 14, putative","ISM","N/A","PANTHER:PTHR14150","PF3D7_0803100.1"
"PF3D7_0803400","DNA repair and recombination protein RAD54, putative","ISS","PMID:23631919","UniProt:P32863","PF3D7_0803400.1"
"PF3D7_0803600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0803600.1"
"PF3D7_0804300","zinc finger protein, putative","ISM","N/A","InterPro:IPR007529","PF3D7_0804300.1"
"PF3D7_0804500","conserved Plasmodium membrane protein, unknown function","ISO","N/A","GeneDB:PCHAS_1226700|GeneDB:PVP01_0116000|GeneDB:PmUG01_01027500","PF3D7_0804500.1"
"PF3D7_0804700","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PRCDC_0804300","PF3D7_0804700.1"
"PF3D7_0805300","zinc finger protein, putative","ISM","PMID:34418264","InterPro:IPR013087","PF3D7_0805300.1"
"PF3D7_0806300","ferlin-like protein, putative","ISO","PMID:30597708","GeneDB:PBANKA_1224400","PF3D7_0806300.1"
"PF3D7_0806500","DnaJ protein, putative","ISM","N/A","Pfam:PF14308","PF3D7_0806500.1"
"PF3D7_0806700","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_0806700.1"
"PF3D7_0806800","V-type proton ATPase subunit a, putative","ISS","N/A","UniProt:O13742|Pfam:O13742","PF3D7_0806800.1"
"PF3D7_0807100","DNA helicase PSH3","IDA","PMID:29030567","N/A","PF3D7_0807100.1"
"PF3D7_0808200","plasmepsin X","IDA","PMID:29074774","N/A","PF3D7_0808200.1"
"PF3D7_0808600","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_0808600.1"
"PF3D7_0808700","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_0808700.1"
"PF3D7_0809100","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_0809100.1"
"PF3D7_0809200","asparagine-rich antigen Pfa55-14","IDA","PMID:1922204","N/A","PF3D7_0809200.1"
"PF3D7_0809400","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_1429800|GeneDB:PVP01_1430900|UniProt:S8EVS5|UniProt:Q4UB46","PF3D7_0809400.1"
"PF3D7_0809600","peptidase family C50, putative","ISM","N/A","InterPro:IPR005314","PF3D7_0809600.1"
"PF3D7_0809800","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1429400|GeneDB:PVP01_1430500|GeneDB:PmUG01_14046500","PF3D7_0809800.1"
"PF3D7_0810400","aquaporin, putative","ISS","PMID:23137753","UniProt:Q86C53","PF3D7_0810400.1"
"PF3D7_0810600","ATP-dependent RNA helicase DBP1, putative","ISS","PMID:26525978","UniProt:P24784","PF3D7_0810600.1"
"PF3D7_0811200","ER membrane protein complex subunit 1, putative","ISS","PMID:26512320","UniProt:P25574|InterPro:IPR026895","PF3D7_0811200.1"
"PF3D7_0811300","CCR4-associated factor 1","IDA","PMID:21803864","N/A","PF3D7_0811300.1"
"PF3D7_0811500","histone-arginine methyltransferase CARM1, putative","ISS","PMID:16287846, PMID:19344311","UniProt:Q86X55|UniProt:S8FDT9","PF3D7_0811500.1, PF3D7_0811500.1"
"PF3D7_0811900","RNA-binding protein, putative","ISM","N/A","Pfam:PF00575","PF3D7_0811900.1"
"PF3D7_0812100","proteasome activator complex subunit 4, putative","ISM","N/A","InterPro:IPR021843|InterPro:IPR032430","PF3D7_0812100.1"
"PF3D7_0813500","PUB domain-containing protein, putative","ISM","N/A","Pfam:PF09409","PF3D7_0813500.1"
"PF3D7_0813700","ABC transporter F family member 1","IDA","PMID:30212465","N/A","PF3D7_0813700.1"
"PF3D7_0814300","AAA family ATPase, putative","ISM","N/A","Pfam:PF00004","PF3D7_0814300.1"
"PF3D7_0815300","FAD-dependent monooxygenase, putative","ISM","N/A","Pfam:PF01494","PF3D7_0815300.1"
"PF3D7_0815800","vacuolar protein sorting-associated protein 9, putative","ISS","PMID:25640905","Pfam:PF02204|UniProt:P54787","PF3D7_0815800.1"
"PF3D7_0816200","vacuolar protein sorting-associated protein 2, putative","ISS","PMID:24204248","UniProt:P36108","PF3D7_0816200.1"
"PF3D7_0816300","HAP2-GCS1 domain-containing protein, putative","ISM","N/A","Pfam:PF10699","PF3D7_0816300.1"
"PF3D7_0816400","EF-hand calcium-binding domain-containing protein, putative","ISM","N/A","InterPro:IPR002048|InterPro:IPR018247","PF3D7_0816400.1"
"PF3D7_0816600","chaperone protein ClpB1","IDA","PMID:23910910","N/A","PF3D7_0816600.1"
"PF3D7_0817200","conserved protein, unknown function","ISO","N/A","UniProt:U6MXG3|UniProt:S8ESL3|GeneDB:PCHAS_0722700|GeneDB:PVP01_0518100","PF3D7_0817200.1"
"PF3D7_0817300","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0817300.1"
"PF3D7_0817600","conserved protein, unknown function","ISO","N/A","UniProt:S8FDP2|UniProt:Q4UJ07|UniProt:A7ASH5|GeneDB:PCHAS_0722300|GeneDB:PVP01_0517700","PF3D7_0817600.1"
"PF3D7_0818000","U4/U6.U5 small nuclear ribonucleoprotein, putative","ISS","PMID:21245033","UniProt:Q8WVK2","PF3D7_0818000.1"
"PF3D7_0818700","DNA helicase, putative","ISM","N/A","Pfam:PF00271|Pfam:PF00176","PF3D7_0818700.1"
"PF3D7_0818800","U3 small nucleolar ribonucleoprotein protein IMP4, putative","ISS","N/A","UniProt:P53941|PANTHER:PTHR22734","PF3D7_0818800.1"
"PF3D7_0818900","heat shock protein 70","IDA","PMID:19339102","N/A","PF3D7_0818900.1"
"PF3D7_0819000","ribonuclease, putative","ISM","N/A","InterPro:IPR036866","PF3D7_0819000.1"
"PF3D7_0819200","perforin-like protein 5","ISO","PMID:17367780","GeneDB:PBANKA_0711600","PF3D7_0819200.1"
"PF3D7_0819400","perforin-like protein 4","IDA","PMID:26166358","N/A","PF3D7_0819400.1"
"PF3D7_0819500","conserved protein, unknown function","ISM","N/A","Pfam:PF02582","PF3D7_0819500.1"
"PF3D7_0820000","Snf2-related CBP activator, putative","ISS","PMID:12743798","UniProt:Q7Z2C2|UniProt:Q6ZRS2","PF3D7_0820000.1"
"PF3D7_0820200","phosphatidylglycerophosphate synthase","N/A","N/A","N/A","PF3D7_0820200.1"
"PF3D7_0820900","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0719000|GeneDB:PVP01_0513400|GeneDB:PmUG01_05025200","PF3D7_0820900.1"
"PF3D7_0821500","ribosomal RNA small subunit methyltransferase NEP1, putative","ISS","N/A","UniProt:Q92979|Pfam:PF03587|UniProt:Q06287","PF3D7_0821500.1"
"PF3D7_0822200","phosphorylated CTD interacting factor 1 WW domain-containing protein, putative","ISM","N/A","Pfam:PF12237","PF3D7_0822200.1"
"PF3D7_0823000","serine/threonine protein kinase VPS15, putative","ISS","PMID:25426852","UniProt:P22219","PF3D7_0823000.1"
"PF3D7_0823300","histone acetyltransferase GCN5","IDA","PMID:15075257","N/A","PF3D7_0823300.1"
"PF3D7_0824000","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0715900|GeneDB:PVP01_0510300|GeneDB:PmUG01_05022000","PF3D7_0824000.1"
"PF3D7_0824200","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0715700|GeneDB:PVP01_0510100|GeneDB:PmUG01_05021800","PF3D7_0824200.1"
"PF3D7_0824600","Fe-S cluster assembly protein DRE2, putative","ISM","PMID:24243793","Pfam:PF05093","PF3D7_0824600.1"
"PF3D7_0824800","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_0824800.1"
"PF3D7_0825500","protein KRI1, putative","ISM","N/A","InterPro:IPR018034","PF3D7_0825500.1"
"PF3D7_0825800","PH-like domain-containing protein, putative","ISM","PMID:32736136","N/A","PF3D7_0825800.1"
"PF3D7_0825900","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0933300|GeneDB:PVP01_0508400|GeneDB:PmUG01_05020100","PF3D7_0825900.1"
"PF3D7_0826000","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0933400|GeneDB:PVP01_0508300|GeneDB:PmUG01_05020000","PF3D7_0826000.1"
"PF3D7_0826100","HECT-like E3 ubiquitin ligase, putative","ISO","PMID:28790316","GeneDB:PY17X_0704800","PF3D7_0826100.1"
"PF3D7_0826300","SPRY domain, putative","ISM","N/A","Pfam:PF00622","PF3D7_0826300.1"
"PF3D7_0826500","ubiquitin conjugation factor E4 B, putative","ISS","PMID:23236186","UniProt:O95155","PF3D7_0826500.1"
"PF3D7_0826900","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0933300|GeneDB:PVP01_0508400|GeneDB:PmUG01_05020100","PF3D7_0826900.1"
"PF3D7_0827000","ATP-dependent RNA helicase DBP10, putative","ISS","PMID:26525978","UniProt:Q12389","PF3D7_0827000.1"
"PF3D7_0827100","translation initiation factor IF-2, putative","ISS","PMID:25689481","UniProt:P0A705","PF3D7_0827100.1"
"PF3D7_0827200","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0934500|GeneDB:PRCDC_0826500|GeneDB:PY17X_0703800","PF3D7_0827200.1"
"PF3D7_0827600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0827600.1"
"PF3D7_0827800","SET domain protein, putative","ISM","PMID:18299133","Pfam:PF00856","PF3D7_0827800.1"
"PF3D7_0828100","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0935400|GeneDB:PVP01_0506300|GeneDB:PmUG01_05017900","PF3D7_0828100.1"
"PF3D7_0828200","leucine--tRNA ligase, putative","ISS","N/A","InterPro:IPR002302|UniProt:P11325","PF3D7_0828200.1"
"PF3D7_0828300","conserved protein, unknown function","ISO","N/A","UniProt:U6MDV2|UniProt:A0A125YXS1|UniProt:A0A023BAC8|GeneDB:PCHAS_0935600|GeneDB:PVP01_0506100","PF3D7_0828300.1"
"PF3D7_0828700","conserved protein, unknown function","ISO","N/A","UniProt:U6M2L5|UniProt:A8BXQ9|GeneDB:PCHAS_0936000|GeneDB:PVP01_0505700","PF3D7_0828700.1"
"PF3D7_0828800","GPI-anchored micronemal antigen","IDA","PMID:19820120","N/A","PF3D7_0828800.1"
"PF3D7_0829000","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_0829000.1"
"PF3D7_0829500","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PRCDC_0828800","PF3D7_0829500.1"
"PF3D7_0830300","sporozoite invasion-associated protein 2","IDA","PMID:18688281","N/A","PF3D7_0830300.1"
"PF3D7_0831300","Plasmodium exported protein, unknown function","RCA","PMID:16507167","N/A","PF3D7_0831300.1"
"PF3D7_0831600","cytoadherence linked asexual protein 8","IDA","PMID:15953647","N/A","PF3D7_0831600.1"
"PF3D7_0831800","histidine-rich protein II","IDA","PMID:8539625","N/A","PF3D7_0831800.1"
"PF3D7_0833300","erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene","ISM","N/A","Pfam:PF15445","PF3D7_0833300.1"
"PF3D7_0833500","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_0833500.1"
"PF3D7_0900100","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_0900100.1"
"PF3D7_0901900","probable protein, unknown function","N/A","N/A","N/A","PF3D7_0901900.1"
"PF3D7_0902800","serine repeat antigen 9","IDA","PMID:12228245","N/A","PF3D7_0902800.1"
"PF3D7_0903300","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_0419000|UniProt:S8G4K9|GeneDB:PVP01_0701700","PF3D7_0903300.1"
"PF3D7_0903400","ATP-dependent RNA helicase DDX60, putative","ISS","PMID:27586396","UniProt:Q8IY21","PF3D7_0903400.1"
"PF3D7_0903500","nucleoporin NUP138, putative","ISO","PMID:30050042","GeneDB:PBANKA_0417900","PF3D7_0903500.1"
"PF3D7_0903800","LCCL domain-containing protein","ISM","PMID:16482225","Pfam:PF03815","PF3D7_0903800.1"
"PF3D7_0904100","AP-4 complex subunit epsilon, putative","ISS","PMID:24204248","UniProt:Q9UPM8","PF3D7_0904100.1"
"PF3D7_0904300","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_0418000|GeneDB:PVP01_0702700|UniProt:S8G4H4","PF3D7_0904300.1"
"PF3D7_0904600","ubiquitin specific protease, putative","ISM","N/A","Pfam:PF00443","PF3D7_0904600.1"
"PF3D7_0904900","copper-transporting ATPase","IDA","PMID:15125686","N/A","PF3D7_0904900.1"
"PF3D7_0905100","nucleoporin NUP221, putative","ISO","PMID:30050042","GeneDB:PBANKA_0416300","PF3D7_0905100.1"
"PF3D7_0905200","mitochondrial carrier protein, putative","ISM","N/A","InterPro:IPR018108","PF3D7_0905200.1"
"PF3D7_0905300","dynein heavy chain, putative","ISM","N/A","InterPro:IPR004273","PF3D7_0905300.1"
"PF3D7_0905400","high molecular weight rhoptry protein 3","IDA","PMID:28252384","N/A","PF3D7_0905400.1"
"PF3D7_0905800","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0905800.1"
"PF3D7_0906000","exoribonuclease II","IDA","PMID:25043062","N/A","PF3D7_0906000.1"
"PF3D7_0906300","Maf-like protein, putative","ISM","N/A","Pfam:PF02545","PF3D7_0906300.1"
"PF3D7_0907200","GTPase-activating protein, putative","ISM","N/A","Pfam:PF00566","PF3D7_0907200.1"
"PF3D7_0907600","translation initiation factor SUI1, putative","ISM","N/A","Pfam:PF01253","PF3D7_0907600.1"
"PF3D7_0907700","proteasome activator 28","IDA","PMID:31384003","N/A","PF3D7_0907700.1"
"PF3D7_0907900","peptide deformylase","IDA","PMID:11747293","N/A","PF3D7_0907900.1"
"PF3D7_0908500","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0908500.1"
"PF3D7_0908600","ribosomal RNA methyltransferase, putative","ISM","N/A","InterPro:IPR002877","PF3D7_0908600.1"
"PF3D7_0908700","tRNA pseudouridine synthase, putative","ISM","N/A","Pfam:PF01416","PF3D7_0908700.1"
"PF3D7_0909400","exoribonuclease, putative","ISM","N/A","Pfam:PF03159","PF3D7_0909400.1"
"PF3D7_0909700","FHA domain protein, putative","ISM","N/A","Pfam:PF00498","PF3D7_0909700.1"
"PF3D7_0909900","helicase SKI2W, putative","ISS","PMID:26525978","UniProt:Q15477","PF3D7_0909900.1"
"PF3D7_0910100","exportin-7, putative","ISS","PMID:19348590","UniProt:Q9UIA9","PF3D7_0910100.1"
"PF3D7_0910200","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0910200.1"
"PF3D7_0910400","selenide water dikinase, putative","ISM","N/A","PANTHER:PTHR10256","PF3D7_0910400.1"
"PF3D7_0910900","DNA primase large subunit, putative","ISS","PMID:30409996","Pfam:PF04104|UniProt:P20457","PF3D7_0910900.1"
"PF3D7_0911300","cysteine repeat modular protein 1","IDA","PMID:17253978","N/A","PF3D7_0911300.1"
"PF3D7_0912000","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0813400|GeneDB:PVP01_0710500|GeneDB:PmUG01_07023600","PF3D7_0912000.1"
"PF3D7_0913100","heptatricopeptide repeat-containing protein, putative","ISM","PMID:30102371","N/A","PF3D7_0913100.1"
"PF3D7_0913600","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0814900|GeneDB:PVP01_0712000|GeneDB:PmUG01_07025100","PF3D7_0913600.1"
"PF3D7_0914000","pseudouridylate synthase, putative","ISM","N/A","Pfam:PF00849","PF3D7_0914000.1"
"PF3D7_0914500","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0815800|GeneDB:PVP01_0712900|GeneDB:PmUG01_07026000","PF3D7_0914500.1"
"PF3D7_0915200","ribonuclease H2 subunit C, putative","ISM","N/A","Pfam:PF08615","PF3D7_0915200.1"
"PF3D7_0915400","ATP-dependent 6-phosphofructokinase","IDA","PMID:19505469","N/A","PF3D7_0915400.1"
"PF3D7_0916000","major facilitator superfamily domain-containing protein, putative","ISM","PMID:26796412","TCDB:2.A.1","PF3D7_0916000.1"
"PF3D7_0916200","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0916200.1"
"PF3D7_0916400","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0916400.1"
"PF3D7_0916900","zinc finger protein, putative","ISM","N/A","InterPro:IPR007529","PF3D7_0916900.1"
"PF3D7_0917000","merozoite organizing protein","IDA","PMID:27121004","N/A","PF3D7_0917000.1"
"PF3D7_0917900","heat shock protein 70","IDA","PMID:3095842","N/A","PF3D7_0917900.1"
"PF3D7_0918400","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_0918400.1"
"PF3D7_0918800","dihydrouridine synthase, putative","ISM","N/A","Pfam:PF01207","PF3D7_0918800.1"
